mscript1	dataset1	taxon1	mscript2	dataset2	taxon2	count
Borowiec2015	Best108	Ciona_savignyi	Nosenko2013	ribosomal_14615_smatrix	Ciona_intestinalis	1
Borowiec2015	Best108	Ciona_savignyi	Philippe2009	Philippe2009	Ciona_savignyi	5
Borowiec2015	Best108	Danaus_plexippus	Borowiec2015	Best108	Apis_mellifera	1
Borowiec2015	Best108	Danaus_plexippus	Borowiec2015	Best108	Danaus_plexippus	100
Borowiec2015	Best108	Danaus_plexippus	Borowiec2015	Best108	Tribolium_castaneum	1
Borowiec2015	Best108	Danaus_plexippus	Borowiec2015	Total1080	Apis_mellifera	1
Borowiec2015	Best108	Danaus_plexippus	Borowiec2015	Total1080	Danaus_plexippus	100
Borowiec2015	Best108	Danaus_plexippus	Borowiec2015	Total1080	Tribolium_castaneum	1
Borowiec2015	Best108	Daphnia_magna	Borowiec2015	Best108	Daphnia_magna	90
Borowiec2015	Best108	Daphnia_magna	Borowiec2015	Total1080	Daphnia_magna	90
Borowiec2015	Best108	Daphnia_magna	Chang2015	Chang2015	Daphnia_pulex	11
Borowiec2015	Best108	Daphnia_magna	Dunn2008	Dunn2008	Daphnia_magna	2
Borowiec2015	Best108	Daphnia_magna	Hejnol2009	Hejnol2009	Daphnia_pulex	10
Borowiec2015	Best108	Daphnia_magna	Moroz2014	ED3a	Daphnia	2
Borowiec2015	Best108	Daphnia_magna	Moroz2014	ED3d	Daphnia_pulex	1
Borowiec2015	Best108	Daphnia_magna	Nosenko2013	ribosomal_11057_smatrix	Daphnia_pulex	1
Borowiec2015	Best108	Daphnia_magna	Nosenko2013	ribosomal_14615_smatrix	Daphnia_pulex	2
Borowiec2015	Best108	Daphnia_magna	Philippe2009	Philippe2009	Daphnia_pulex	5
Borowiec2015	Best108	Daphnia_magna	Ryan2013	est.opisthokonta	Daphnia_pulex	11
Borowiec2015	Best108	Daphnia_magna	Simion2017	supermatrix_97sp_401632pos_1719genes	Daphnia_pulex	11
Borowiec2015	Best108	Daphnia_magna	Whelan2017	Metazoa_Choano_RCFV_strict	Daphnia_pulex	2
Borowiec2015	Best108	Daphnia_magna	Whelan2017	Metazoa_full	Daphnia_pulex	2
Borowiec2015	Best108	Drosophila_melanogaster	Borowiec2015	Best108	Drosophila_melanogaster	96
Borowiec2015	Best108	Drosophila_melanogaster	Borowiec2015	Total1080	Drosophila_melanogaster	96
Borowiec2015	Best108	Drosophila_melanogaster	Dunn2008	Dunn2008	Drosophila_melanogaster	8
Borowiec2015	Best108	Drosophila_melanogaster	Hejnol2009	Hejnol2009	Drosophila_melanogaster	13
Borowiec2015	Best108	Drosophila_melanogaster	Moroz2014	ED3a	Drosophila	3
Borowiec2015	Best108	Drosophila_melanogaster	Moroz2014	ED3d	Drosophila_melanogaster	1
Borowiec2015	Best108	Drosophila_melanogaster	Ryan2013	est.opisthokonta	Drosophila_melanogaster	11
Borowiec2015	Best108	Drosophila_melanogaster	Ryan2013	genome.opisthokonta	Drosophila_melanogaster	9
Borowiec2015	Best108	Drosophila_melanogaster	Whelan2017	Metazoa_Choano_RCFV_strict	Drosophila_melanogaster	3
Borowiec2015	Best108	Drosophila_melanogaster	Whelan2017	Metazoa_full	Drosophila_melanogaster	3
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Best108	Anolis_carolinensis	5
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Best108	Gallus_gallus	63
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Best108	Gasterosteus_aculeatus	2
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Best108	Homo_sapiens	4
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Best108	Latimeria_chalumnae	3
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Best108	Takifugu	2
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Best108	Xenopus_tropicalis	1
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Total1080	Anolis_carolinensis	5
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Total1080	Gallus_gallus	63
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Total1080	Gasterosteus_aculeatus	2
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Total1080	Homo_sapiens	4
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Total1080	Latimeria_chalumnae	3
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Total1080	Takifugu	2
Borowiec2015	Best108	Gallus_gallus	Borowiec2015	Total1080	Xenopus_tropicalis	1
Borowiec2015	Best108	Gallus_gallus	Dunn2008	Dunn2008	Gallus_gallus	6
Borowiec2015	Best108	Gallus_gallus	Dunn2008	Dunn2008	Homo_sapiens	2
Borowiec2015	Best108	Gallus_gallus	Hejnol2009	Hejnol2009	Gallus_gallus	7
Borowiec2015	Best108	Gallus_gallus	Ryan2013	est.opisthokonta	Gallus_gallus	7
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Best108	Anolis_carolinensis	3
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Best108	Gallus_gallus	2
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Best108	Gasterosteus_aculeatus	95
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Best108	Homo_sapiens	3
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Best108	Latimeria_chalumnae	4
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Best108	Takifugu	12
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Best108	Xenopus_tropicalis	1
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Total1080	Anolis_carolinensis	3
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Total1080	Gallus_gallus	2
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Total1080	Gasterosteus_aculeatus	95
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Total1080	Homo_sapiens	3
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Total1080	Latimeria_chalumnae	4
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Total1080	Takifugu	12
Borowiec2015	Best108	Gasterosteus_aculeatus	Borowiec2015	Total1080	Xenopus_tropicalis	1
Borowiec2015	Best108	Gasterosteus_aculeatus	Chang2015	Chang2015	Latimeria_menadoensis	1
Borowiec2015	Best108	Gasterosteus_aculeatus	Dunn2008	Dunn2008	Gallus_gallus	1
Borowiec2015	Best108	Gasterosteus_aculeatus	Nosenko2013	ribosomal_11057_smatrix	Danio_rerio	1
Borowiec2015	Best108	Gasterosteus_aculeatus	Nosenko2013	ribosomal_14615_smatrix	Danio_rerio	1
Borowiec2015	Best108	Gasterosteus_aculeatus	Philippe2009	Philippe2009	Danio_rerio	1
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Best108	Anolis_carolinensis	7
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Best108	Gallus_gallus	5
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Best108	Gasterosteus_aculeatus	3
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Best108	Homo_sapiens	95
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Best108	Latimeria_chalumnae	5
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Best108	Takifugu	3
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Best108	Xenopus_tropicalis	4
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Total1080	Anolis_carolinensis	7
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Total1080	Gallus_gallus	5
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Total1080	Gasterosteus_aculeatus	3
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Total1080	Homo_sapiens	95
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Total1080	Latimeria_chalumnae	5
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Total1080	Takifugu	3
Borowiec2015	Best108	Homo_sapiens	Borowiec2015	Total1080	Xenopus_tropicalis	4
Borowiec2015	Best108	Homo_sapiens	Chang2015	Chang2015	Homo_sapiens	9
Borowiec2015	Best108	Homo_sapiens	Dunn2008	Dunn2008	Homo_sapiens	5
Borowiec2015	Best108	Homo_sapiens	Hejnol2009	Hejnol2009	Gallus_gallus	1
Borowiec2015	Best108	Homo_sapiens	Hejnol2009	Hejnol2009	Homo_sapiens	11
Borowiec2015	Best108	Homo_sapiens	Moroz2014	ED3a	Homo	1
Borowiec2015	Best108	Homo_sapiens	Ryan2013	genome.opisthokonta	Homo_sapiens	8
Borowiec2015	Best108	Homo_sapiens	Simion2017	supermatrix_97sp_401632pos_1719genes	Homo_sapiens	9
Borowiec2015	Best108	Homo_sapiens	Whelan2017	Metazoa_Choano_RCFV_strict	Homo_sapiens	1
Borowiec2015	Best108	Homo_sapiens	Whelan2017	Metazoa_full	Homo_sapiens	2
Borowiec2015	Best108	Hydra_magnipapillata	Borowiec2015	Best108	Hydra_magnipapillata	88
Borowiec2015	Best108	Hydra_magnipapillata	Borowiec2015	Total1080	Hydra_magnipapillata	88
Borowiec2015	Best108	Hydra_magnipapillata	Chang2015	Chang2015	Ectopleura_larynx	1
Borowiec2015	Best108	Hydra_magnipapillata	Chang2015	Chang2015	Hydra_vulgaris	11
Borowiec2015	Best108	Hydra_magnipapillata	Dunn2008	Dunn2008	Hydra_vulgaris	2
Borowiec2015	Best108	Hydra_magnipapillata	Hejnol2009	Hejnol2009	Hydra_vulgaris	6
Borowiec2015	Best108	Hydra_magnipapillata	Moroz2014	ED3a	Hydra	1
Borowiec2015	Best108	Hydra_magnipapillata	Nosenko2013	ribosomal_11057_smatrix	Hydra_magnipapillata	2
Borowiec2015	Best108	Hydra_magnipapillata	Nosenko2013	ribosomal_11057_smatrix	Hydra_vulgaris	1
Borowiec2015	Best108	Hydra_magnipapillata	Nosenko2013	ribosomal_14615_smatrix	Hydra_magnipapillata	3
Borowiec2015	Best108	Hydra_magnipapillata	Nosenko2013	ribosomal_14615_smatrix	Hydra_vulgaris	2
Borowiec2015	Best108	Hydra_magnipapillata	Philippe2009	Philippe2009	Hydra_vulgaris	4
Borowiec2015	Best108	Hydra_magnipapillata	Ryan2013	est.opisthokonta	Hydra_vulgaris	11
Borowiec2015	Best108	Hydra_magnipapillata	Simion2017	supermatrix_97sp_401632pos_1719genes	Hydra_vulgaris	11
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Hydra_oligactis	1
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Hydra_vulgaris	2
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2015	Dataset1_FullData	Hydra_oligactis	1
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2015	Dataset1_FullData	Hydra_vulgaris	2
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Hydra_oligactis	1
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Hydra_vulgaris	2
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2017	Metazoa_Choano_RCFV_strict	Hydra_oligactis	3
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2017	Metazoa_Choano_RCFV_strict	Hydra_vulgaris	4
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2017	Metazoa_Choano_RCFV_strict	Physalia_physalia	1
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2017	Metazoa_full	Hydra_oligactis	3
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2017	Metazoa_full	Hydra_vulgaris	6
Borowiec2015	Best108	Hydra_magnipapillata	Whelan2017	Metazoa_full	Physalia_physalia	1
Borowiec2015	Best108	Ixodes_scapularis	Borowiec2015	Best108	Ixodes_scapularis	90
Borowiec2015	Best108	Ixodes_scapularis	Borowiec2015	Total1080	Ixodes_scapularis	90
Borowiec2015	Best108	Ixodes_scapularis	Chang2015	Chang2015	Ixodes_scapularis	8
Borowiec2015	Best108	Ixodes_scapularis	Nosenko2013	ribosomal_11057_smatrix	Ixodes_scapularis	1
Borowiec2015	Best108	Ixodes_scapularis	Nosenko2013	ribosomal_14615_smatrix	Ixodes_scapularis	1
Borowiec2015	Best108	Ixodes_scapularis	Philippe2009	Philippe2009	Ixodes_scapularis	1
Borowiec2015	Best108	Ixodes_scapularis	Simion2017	supermatrix_97sp_401632pos_1719genes	Ixodes_scapularis	12
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Best108	Anolis_carolinensis	7
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Best108	Daphnia_magna	1
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Best108	Gallus_gallus	3
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Best108	Gasterosteus_aculeatus	4
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Best108	Homo_sapiens	6
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Best108	Latimeria_chalumnae	95
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Best108	Takifugu	4
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Best108	Xenopus_tropicalis	3
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Total1080	Anolis_carolinensis	7
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Total1080	Daphnia_magna	1
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Total1080	Gallus_gallus	3
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Total1080	Gasterosteus_aculeatus	4
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Total1080	Homo_sapiens	6
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Total1080	Latimeria_chalumnae	95
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Total1080	Takifugu	4
Borowiec2015	Best108	Latimeria_chalumnae	Borowiec2015	Total1080	Xenopus_tropicalis	3
Borowiec2015	Best108	Latimeria_chalumnae	Chang2015	Chang2015	Homo_sapiens	1
Borowiec2015	Best108	Latimeria_chalumnae	Chang2015	Chang2015	Latimeria_menadoensis	10
Borowiec2015	Best108	Latimeria_chalumnae	Dunn2008	Dunn2008	Gallus_gallus	1
Borowiec2015	Best108	Lottia_gigantea	Borowiec2015	Best108	Lottia_gigantea	94
Borowiec2015	Best108	Lottia_gigantea	Borowiec2015	Total1080	Lottia_gigantea	94
Borowiec2015	Best108	Lottia_gigantea	Hejnol2009	Hejnol2009	Lottia_gigantea	2
Borowiec2015	Best108	Lottia_gigantea	Moroz2014	ED3a	Lottia	2
Borowiec2015	Best108	Lottia_gigantea	Moroz2014	ED3d	Lottia_gigantea	2
Borowiec2015	Best108	Lottia_gigantea	Ryan2013	est.opisthokonta	Lottia_gigantea	11
Borowiec2015	Best108	Lottia_gigantea	Ryan2013	genome.opisthokonta	Lottia_gigantea	10
Borowiec2015	Best108	Mnemiopsis_leiydei_	Borowiec2015	Best108	Mnemiopsis_leiydei_	93
Borowiec2015	Best108	Mnemiopsis_leiydei_	Borowiec2015	Total1080	Mnemiopsis_leiydei_	93
Borowiec2015	Best108	Mnemiopsis_leiydei_	Chang2015	Chang2015	Beroe_abyssicola	2
Borowiec2015	Best108	Mnemiopsis_leiydei_	Chang2015	Chang2015	Mnemiopsis_leidyi	12
Borowiec2015	Best108	Mnemiopsis_leiydei_	Chang2015	Chang2015	Vallicula_multiformis	1
Borowiec2015	Best108	Mnemiopsis_leiydei_	Dunn2008	Dunn2008	Mnemiopsis_leidyi	7
Borowiec2015	Best108	Mnemiopsis_leiydei_	Hejnol2009	Hejnol2009	Mnemiopsis_leidyi	7
Borowiec2015	Best108	Mnemiopsis_leiydei_	Nosenko2013	ribosomal_11057_smatrix	Mertensiid_sp	1
Borowiec2015	Best108	Mnemiopsis_leiydei_	Nosenko2013	ribosomal_11057_smatrix	Mnemiopsis_leidyi	2
